REF_DATE,GEO,DGUID,New housing price indexes,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.7,E,,,1
2018-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.1,,,,1
2018-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.7,,,,1
2018-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.7,E,,,1
2018-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.1,,,,1
2018-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.7,,,,1
2018-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.8,E,,,1
2018-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2018-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.0,,,,1
2018-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.9,E,,,1
2018-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.1,,,,1
2018-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.9,E,,,1
2018-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.0,,,,1
2018-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,103.9,E,,,1
2018-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.9,,,,1
2018-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.0,E,,,1
2018-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.9,,,,1
2018-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.0,E,,,1
2018-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.9,,,,1
2018-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2018-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2018-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.9,,,,1
2018-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.8,,,,1
2019-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.8,,,,1
2019-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.8,,,,1
2019-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.6,,,,1
2019-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.1,,,,1
2019-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.5,,,,1
2019-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.2,E,,,1
2019-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.0,,,,1
2019-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.4,,,,1
2019-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.2,E,,,1
2019-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,102.9,,,,1
2019-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.2,,,,1
2019-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.1,E,,,1
2019-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.0,,,,1
2019-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.3,,,,1
2019-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.2,E,,,1
2019-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.6,,,,1
2019-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.2,E,,,1
2019-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.3,,,,1
2019-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.7,,,,1
2019-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.2,E,,,1
2019-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.2,,,,1
2019-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.5,,,,1
2019-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.3,E,,,1
2019-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.4,,,,1
2019-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.8,,,,1
2019-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.4,E,,,1
2020-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.4,,,,1
2020-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,102.6,,,,1
2020-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,104.8,E,,,1
2020-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,103.8,,,,1
2020-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.1,,,,1
2020-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.0,E,,,1
2020-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,104.1,,,,1
2020-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.5,,,,1
2020-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.1,E,,,1
2020-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,104.1,,,,1
2020-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.5,,,,1
2020-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.1,E,,,1
2020-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,104.2,,,,1
2020-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.6,,,,1
2020-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.1,E,,,1
2020-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,104.3,,,,1
2020-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.7,,,,1
2020-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.2,E,,,1
2020-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,104.7,,,,1
2020-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,103.9,,,,1
2020-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,105.9,E,,,1
2020-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,105.2,,,,1
2020-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,104.6,,,,1
2020-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,106.3,E,,,1
2020-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,106.5,,,,1
2020-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,106.1,,,,1
2020-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,106.8,E,,,1
2020-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,107.3,,,,1
2020-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,107.3,,,,1
2020-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,107.4,E,,,1
2020-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,107.9,,,,1
2020-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,108.0,,,,1
2020-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,107.8,E,,,1
2020-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,108.2,,,,1
2020-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,108.3,,,,1
2020-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,108.0,E,,,1
2021-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,109.0,,,,1
2021-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,109.3,,,,1
2021-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,108.4,E,,,1
2021-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,111.1,,,,1
2021-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,111.0,,,,1
2021-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,110.1,E,,,1
2021-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,112.3,,,,1
2021-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,112.4,,,,1
2021-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,110.7,E,,,1
2021-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,114.4,,,,1
2021-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,114.3,,,,1
2021-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,112.9,E,,,1
2021-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,116.0,,,,1
2021-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,116.6,,,,1
2021-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,113.4,E,,,1
2021-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,116.7,,,,1
2021-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,117.9,,,,1
2021-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,112.9,E,,,1
2021-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,117.2,,,,1
2021-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,118.6,,,,1
2021-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,113.0,E,,,1
2021-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,118.0,,,,1
2021-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,119.5,,,,1
2021-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,113.5,E,,,1
2021-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,118.5,,,,1
2021-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,120.1,,,,1
2021-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,113.8,E,,,1
2021-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,119.6,,,,1
2021-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,121.4,,,,1
2021-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,114.4,E,,,1
2021-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,120.5,,,,1
2021-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,122.4,,,,1
2021-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,115.1,E,,,1
2021-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,120.8,,,,1
2021-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,122.9,,,,1
2021-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,115.2,E,,,1
2022-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,121.9,,,,1
2022-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,124.3,,,,1
2022-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,115.5,E,,,1
2022-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,123.2,,,,1
2022-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,126.0,,,,1
2022-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.1,E,,,1
2022-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.7,,,,1
2022-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.9,,,,1
2022-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.5,E,,,1
2022-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.1,,,,1
2022-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.6,,,,1
2022-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2022-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.7,,,,1
2022-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.4,,,,1
2022-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.8,E,,,1
2022-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.9,,,,1
2022-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.6,,,,1
2022-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.0,E,,,1
2022-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,126.0,,,,1
2022-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.6,,,,1
2022-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.2,E,,,1
2022-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,126.1,,,,1
2022-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.8,,,,1
2022-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.2,E,,,1
2022-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,126.0,,,,1
2022-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.7,,,,1
2022-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.1,E,,,1
2022-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.7,,,,1
2022-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.4,,,,1
2022-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2022-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.5,,,,1
2022-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.3,,,,1
2022-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.6,E,,,1
2022-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.5,,,,1
2022-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,129.2,,,,1
2022-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.6,E,,,1
2023-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.2,,,,1
2023-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.9,,,,1
2023-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.5,E,,,1
2023-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.9,,,,1
2023-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.5,,,,1
2023-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.4,E,,,1
2023-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.9,,,,1
2023-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.4,,,,1
2023-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.4,E,,,1
2023-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.8,,,,1
2023-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.2,,,,1
2023-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.5,E,,,1
2023-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.9,,,,1
2023-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.3,,,,1
2023-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.6,E,,,1
2023-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.0,,,,1
2023-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.3,,,,1
2023-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2023-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.9,,,,1
2023-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.2,,,,1
2023-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2023-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.0,,,,1
2023-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.1,,,,1
2023-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.0,E,,,1
2023-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.7,,,,1
2023-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.8,,,,1
2023-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.8,E,,,1
2023-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.7,,,,1
2023-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.6,,,,1
2023-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.9,E,,,1
2023-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.4,,,,1
2023-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.2,,,,1
2023-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.8,E,,,1
2023-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.4,,,,1
2023-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.2,,,,1
2023-12-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.8,E,,,1
2024-01-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.3,,,,1
2024-01-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.1,,,,1
2024-01-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2024-02-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.4,,,,1
2024-02-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.2,,,,1
2024-02-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.7,E,,,1
2024-03-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.4,,,,1
2024-03-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.2,,,,1
2024-03-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.8,E,,,1
2024-04-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.7,,,,1
2024-04-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.6,,,,1
2024-04-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.0,E,,,1
2024-05-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.9,,,,1
2024-05-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.0,,,,1
2024-05-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.9,E,,,1
2024-06-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.7,,,,1
2024-06-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.7,,,,1
2024-06-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,116.9,E,,,1
2024-07-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.0,,,,1
2024-07-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.0,,,,1
2024-07-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.0,E,,,1
2024-08-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.0,,,,1
2024-08-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.0,,,,1
2024-08-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.1,E,,,1
2024-09-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,125.0,,,,1
2024-09-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,128.0,,,,1
2024-09-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.0,E,,,1
2024-10-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.5,,,,1
2024-10-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.3,,,,1
2024-10-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.2,E,,,1
2024-11-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.6,,,,1
2024-11-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.4,,,,1
2024-11-01,Canada,2016A000011124,Land only,"Index, 201612=100",347,units,0,v111955444,1.3,117.3,E,,,1
2024-12-01,Canada,2016A000011124,Total (house and land),"Index, 201612=100",347,units,0,v111955442,1.1,124.5,,,,1
2024-12-01,Canada,2016A000011124,House only,"Index, 201612=100",347,units,0,v111955443,1.2,127.3,,,,1
